ProductUrl,ProductName,Price,Rating,NoOfReviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN/ref=sr_1_224?crid=2M096C61O4MLT&keywords=bags&qid=1668885774&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-224,ADISA Women's Sling Bag,595,4.1 out of 5 stars,"2,427", Outer Material : PU / Synthetic Leather   Closure : Turn Lock; Compartments: 1; Pockets: 1   Dimensions : L x W x H - 8.1 x 2.75 x 6 inches   Inner Material Type : Polyester   Age Range Description : Adult; Outer Material Type: Polyurethane  ,B08Q4FHQLN, Outer Material : PU / Synthetic Leather   Closure : Turn Lock; Compartments: 1; Pockets: 1   Dimensions : L x W x H - 8.1 x 2.75 x 6 inches   Inner Material Type : Polyester   Age Range Description : Adult; Outer Material Type: Polyurethane  , ADISA 
https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_225?crid=2M096C61O4MLT&keywords=bags&qid=1668885774&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-225,"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","1,600",4.2 out of 5 stars,63," Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product. Handcrafted with care and made up of premium quality robust material   Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage   Right sized with sturdy stitching; Dimension: (28.2 cm x 14.1 cm x 42.2 cm); Warranty: 750 days international warranty   GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)   Padded laptop compartment fits up to 15"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides  ",B0B69M182Q," Are you bored with the same old U-shaped backpacks? Are you bored with backpacks that are as thin and have no character? If so, we are glad you are reading this. If you frequently travel away from home for a day or need space to carry a pair of clothes, this handcrafted uppercase backpacks is the perfect stylish and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack all the necessities for an outdoor trip. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - One spacious compartments that can carry 5+ A3-sized books, a set of clothes, and all your essential chargers and electronics. - Front access pocket for you to easily carry important small items with two bottle holders on the sides. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. - Sturdy enough to stand upright on its own even when it is empty. The superior quality of our materials can be seen and felt while holding the bag. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every vegan leather backpack bought helps reduce 7 1-litre plastic bottles from the planet, helps conserve 89ml of crude oil, and prevents 444g of CO₂ emission.* *Approximate calculations based on information available on www.textilevaluechain.in ", uppercase 
https://www.amazon.in/VISMIINTREND-Womens-Handbag-Cool-Green/dp/B08CDZXQ2R/ref=sr_1_226?crid=2M096C61O4MLT&keywords=bags&qid=1668885774&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-226,VISMIINTREND Stylish Vegan Leather Sling Bag for Women | Structured | Box | Belt | Top Handle | Shoulder | Crossbody |Solid | Gifts for Women | Ladies Purse | Gift For Women | Christmas Gift,"1,614.05",3.9 out of 5 stars,"1,209"," Stylish Bags for Girls & Women: Carry 3 way - Sling; Shoulder ; Hand held ; Comes with Removable and Adjustable Strap; Ladies Purse; Color: Olive Green; Red;Black;Tan;Brown;Pink;   Luxury & Soft Vegan Leather Bag for Girls & Women; Multi Use ; Travel Handbag for Women; Sling; Shoulder ; Hand held ; Ladies Purse; Gifts for Women   Self Standing Box Structure : Sturdy; Designer ; Attractive Looks ; Charming Tassel; Exquisite Metal Hardware; Side Bag for Women;   Gift for Girls & Women : An impressive gift for your lovely wife, sister, daughter, girlfriend, colleague , Lover, friends, mother on all occasions like Diwali, Christmas, Rakhi, Valentines, Birthday, Anniversary, Mother's day, New year, Thanksgiving etc.; Rakhi gift for Sisters ; Gift for Bhabhi;   Size: 26x24x14 cm (L x W x H), weight: about 450 grams; Carry your daily essentials like mobile phone, mini tablet, mini umbrella, small tiffin box, wallet, sunglass, cosmetics, cards, earphones, sanitizers, masks, keys etc. easily.  ",B08CDZXQ2R," Stylish Bags for Girls & Women: Carry 3 way - Sling; Shoulder ; Hand held ; Comes with Removable and Adjustable Strap; Ladies Purse; Color: Olive Green; Red;Black;Tan;Brown;Pink;   Luxury & Soft Vegan Leather Bag for Girls & Women; Multi Use ; Travel Handbag for Women; Sling; Shoulder ; Hand held ; Ladies Purse; Gifts for Women   Self Standing Box Structure : Sturdy; Designer ; Attractive Looks ; Charming Tassel; Exquisite Metal Hardware; Side Bag for Women;   Gift for Girls & Women : An impressive gift for your lovely wife, sister, daughter, girlfriend, colleague , Lover, friends, mother on all occasions like Diwali, Christmas, Rakhi, Valentines, Birthday, Anniversary, Mother's day, New year, Thanksgiving etc.; Rakhi gift for Sisters ; Gift for Bhabhi;   Size: 26x24x14 cm (L x W x H), weight: about 450 grams; Carry your daily essentials like mobile phone, mini tablet, mini umbrella, small tiffin box, wallet, sunglass, cosmetics, cards, earphones, sanitizers, masks, keys etc. easily.  ", VISMIINTREND 
https://www.amazon.in/Whixant-Cosmetic-Storage-Bag-Toiletries/dp/B0BMKW43NN/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1668885774&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-227,"Whixant Cosmetic Storage Bag - PU Leather Large Capacity Toiletries Tote Pouch - Travel Makeup Organizing with Zipper - Ideal For Women, Girls - Multicolor",799,0.0 out of 5 stars,0," 【MATERIALS】: Travel cosmetic bag is made of leather fabric, which is strong and wear-resistant, easy to clean, and the special waterproof surface prevents the internal products from getting wet.   【LARGE-CAPACITY DESIGN MAKE UP BAG】: Large capacity travel cosmetic bag with multi-compartment design to hold all the makeup and makeup tools you need.   【CONVENIENT AND DURABLE HANDLE】: The opening zipper of the cosmetic travel bag is designed with high-quality hardware, and there is a steel wire inside the handle, dense stitching, sturdy and durable.   【MULTIFUNCTIONAL STORAGE MAKEUP BAG】: This Make up Bags not only can storage your cosmetics, but also Jewelry, Electronic Accessories, Camera, Essential oil, Toiletries, Shaving Kit, glasses, Valuable objects and so on.   【WONDERFUL GIFT】: Makeup travel bag perfect for daily use or travel. It would be a great gift for women and girls, Mother's day, Women's day, Birthday, Christmas Gift.  ",B0BMKW43NN, , Whixant
https://www.amazon.in/Storite-Travel-Multi-Pocket-Women-Grey/dp/B0B1DBL7YQ/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1668885774&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-228,Storite Multi-Pocket Crossbody Bags for Women | Nylon Shoulder Handbag Ladies Purses with adjustable Strap | Woman Gifts | Travel Purse Handbag | Wedding Gifts For Woman | (28cm x 25cm x 14cm),899,4.3 out of 5 stars,33," -: Material: Made of superior nylon fabric, trendy look, lightweight and breathable. Made of waterproof fabric, it can protect your belongings from rainy and snowy days. We choose the superior material and combine fashion and practicality, making this bag a one of a kind bag. Making it perfect for working days or weekends.   -: Excellent storage capability: Many pockets for easy organization. Interior: 1 Main pocket, 2 zipper pocket. Exterior: 1 Front pocket, 2 side pocket, 1 Back pocket. Smooth zipper closure & convenient magic paste pocket make this bag using freely. Shoulder strap size 119 cm. Adjustable and removable Shoulder strap.   -: Lightweight and Durable: You Can be used in 3 ways: tote, handbag, shoulder bag.The included shoulder strap can be adjusted according to your preference.You can also remove it when you do not need it. Lightweight and non-stress.   -: Water repellent fabric : You can rest assured even in sudden rain.Uses water-repellent fabric that repels water.It is not waterproof, so it may penetrate through the gap of the cloth.Water repellent effect may decrease depending on aging or using method.   -: Multiple Used : For business traveling, weekend getaways, shopping, professional office work and other outdoor activities, A great Nappy Bags for Baby Care. The large capacity main compartment can store essential items such as smartphones, cosmetics, wallets, notepads, folding umbrellas and more. The simple design makes it suitable for women.  ",B0B1DBL7YQ," Brand: Storite Product Material: Nylon Color :Pink Product Type : Women Travel bag Pink Utility : Travelling, Camping, Weekend trip, Day trip. Product Description: Large capacity travel bag folding duffle bag .large capacity travel bag Portable foldable travel lightweight waterproof bag. Nylon travel bag multi-pocket design can meet all travel needs and better manage items. Travel bag is very suitable for daily use or occasional travel. You can use as tote bag, hand bag or shoulder bag. ", Storite 
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTc5MDIwMjA2OTc5NzUzOjE2Njg4ODU3NzQ6c3BfYnRmOjIwMDM1MTgyOTQ5Njk4OjowOjo&url=%2FHalf-Moon-Backpack-Luggage-Compartment%2Fdp%2FB09RKQD8V8%2Fref%3Dsr_1_229_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1668885774%26qu%3DeyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-229-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.8 out of 5 stars,"1,552"," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort   COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.   SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.   ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Compartment Description: Up To 17 Inches; Pocket Description: Utility Pocket; Age Range Description: Adult; Style Name: Casual   OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc  ",n/a," This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover. ", Half Moon
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTc5MDIwMjA2OTc5NzUzOjE2Njg4ODU3NzQ6c3BfYnRmOjIwMDYwMjE4OTA0ODk4OjowOjo&url=%2FClownfish-Fusion-Backpack-Laptops-Mustard%2Fdp%2FB07NDVJW44%2Fref%3Dsr_1_230_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1668885774%26qu%3DeyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-230-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,The Clownfish Fusion Series 27 litres Laptop Backpack for 15.6 Inch Laptops (Mustard),"1,299",4.3 out of 5 stars,236," PREMIUM MATERIAL: This stylish attractive backpack is made of water-resistant synthetic Vegan Leather material. For the inner lining, we use soft feel polyester fabric. The metal fittings, zipper and plastic buckles used are of .   CONVENIENT DESIGN: This mature backpack is designed with one main storage compartment. It has a separate cushioned sleeve to carry laptops up to 15.6 inches. It also comes with an additional outer compartment and internal organized pockets to store small important items. This smart unisex backpack has padded handles and adjustable shoulder straps for comfort. We use high-quality mesh on the back panel for free airflow to give comfort to your back and avoid sweating. We also provide a USB port   USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices (Power bank not included)   STORAGE & SPACE: Ideal for laptop upto 15.6 inches with 27 liters of Capacity, Dimensions are (L) 32 x (W) 15 x (H) 42 cm.   ONE YEAR WARRANTY: We all know Leatherette products can be used for many years if handled carefully. The Clownfish offers a one year warranty on the product against any manufacturing defect. You just need to keep your safe and write to us.  ",n/a," PREMIUM MATERIAL: This stylish attractive backpack is made of water-resistant synthetic Vegan Leather material. For the inner lining, we use soft feel polyester fabric. The metal fittings, zipper and plastic buckles used are of .   CONVENIENT DESIGN: This mature backpack is designed with one main storage compartment. It has a separate cushioned sleeve to carry laptops up to 15.6 inches. It also comes with an additional outer compartment and internal organized pockets to store small important items. This smart unisex backpack has padded handles and adjustable shoulder straps for comfort. We use high-quality mesh on the back panel for free airflow to give comfort to your back and avoid sweating. We also provide a USB port   USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices (Power bank not included)   STORAGE & SPACE: Ideal for laptop upto 15.6 inches with 27 liters of Capacity, Dimensions are (L) 32 x (W) 15 x (H) 42 cm.   ONE YEAR WARRANTY: We all know Leatherette products can be used for many years if handled carefully. The Clownfish offers a one year warranty on the product against any manufacturing defect. You just need to keep your safe and write to us.  ", The Clownfish 
https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B68Z3X7D/ref=sr_1_225?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-225,"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue)","1,600",4.2 out of 5 stars,125," Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product. Handcrafted with care and made up of premium quality robust material   Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage   Right sized with sturdy stitching; Dimension: (28.2 cm x 14.1 cm x 42.2 cm); Warranty: 750 days international warranty   GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)   Padded laptop compartment fits up to 15"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides  ",B0B68Z3X7D," Are you bored with the same old U-shaped backpacks? Are you bored with backpacks that are as thin and have no character? If so, we are glad you are reading this. If you frequently travel away from home for a day or need space to carry a pair of clothes, this handcrafted uppercase backpacks is the perfect stylish and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack all the necessities for an outdoor trip. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - One spacious compartments that can carry 5+ A3-sized books, a set of clothes, and all your essential chargers and electronics. - Front access pocket for you to easily carry important small items with two bottle holders on the sides. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. - Sturdy enough to stand upright on its own even when it is empty. The superior quality of our materials can be seen and felt while holding the bag. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every vegan leather backpack bought helps reduce 7 1-litre plastic bottles from the planet, helps conserve 89ml of crude oil, and prevents 444g of CO₂ emission.* *Approximate calculations based on information available on www.textilevaluechain.in ", uppercase 
https://www.amazon.in/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN/ref=sr_1_226?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-226,ADISA Women's Sling Bag,595,4.1 out of 5 stars,"2,427", Outer Material : PU / Synthetic Leather   Closure : Turn Lock; Compartments: 1; Pockets: 1   Dimensions : L x W x H - 8.1 x 2.75 x 6 inches   Inner Material Type : Polyester   Age Range Description : Adult; Outer Material Type: Polyurethane  ,B08Q4FHQLN, Outer Material : PU / Synthetic Leather   Closure : Turn Lock; Compartments: 1; Pockets: 1   Dimensions : L x W x H - 8.1 x 2.75 x 6 inches   Inner Material Type : Polyester   Age Range Description : Adult; Outer Material Type: Polyurethane  , ADISA 
https://www.amazon.in/Wildcraft-Shutter-Bug-Camera-Backpack/dp/B07GVJ5LZB/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-227,Wildcraft Shutter Bug Camera Backpack - Black,"3,499",4.5 out of 5 stars,727," Concept of Vertical Division, Top compartment for accessories,; Organiser designed especially for camera accessories, Provision for Tripod attachment, Side water bottle pocket, Quick access flat pocket, Modular gear organiser,   HDPE Board and thick foam at base for absorbing shock, Contrast lining for better visibility, Dual Color Buckle, Padded detachable waistbelt,   Middle compartment for gear, Provision of quick camera access and Dual Color Buckle, Reflective Tape   Special Features: Back Padding; Age Range Description: Adult  ",B07GVJ5LZB," Record your living through pictures as you come across picture-perfect moments and make others know the real you. The Shutter Bug Camera Backpack is equipped with dedicated memory card slots, elastic band for better grip, a tripod holder and a ventex bag system for better airflow. Comes with a three layer protection at the base to keep the camera and gear safe. ", Wildcraft
https://www.amazon.in/VISMIINTREND-Womens-Handbag-Cool-Green/dp/B08CDZXQ2R/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-228,VISMIINTREND Stylish Vegan Leather Sling Bag for Women | Structured | Box | Belt | Top Handle | Shoulder | Crossbody |Solid | Gifts for Women | Ladies Purse | Gift For Women | Christmas Gift,"1,614.05",3.9 out of 5 stars,"1,209"," Stylish Bags for Girls & Women: Carry 3 way - Sling; Shoulder ; Hand held ; Comes with Removable and Adjustable Strap; Ladies Purse; Color: Olive Green; Red;Black;Tan;Brown;Pink;   Luxury & Soft Vegan Leather Bag for Girls & Women; Multi Use ; Travel Handbag for Women; Sling; Shoulder ; Hand held ; Ladies Purse; Gifts for Women   Self Standing Box Structure : Sturdy; Designer ; Attractive Looks ; Charming Tassel; Exquisite Metal Hardware; Side Bag for Women;   Gift for Girls & Women : An impressive gift for your lovely wife, sister, daughter, girlfriend, colleague , Lover, friends, mother on all occasions like Diwali, Christmas, Rakhi, Valentines, Birthday, Anniversary, Mother's day, New year, Thanksgiving etc.; Rakhi gift for Sisters ; Gift for Bhabhi;   Size: 26x24x14 cm (L x W x H), weight: about 450 grams; Carry your daily essentials like mobile phone, mini tablet, mini umbrella, small tiffin box, wallet, sunglass, cosmetics, cards, earphones, sanitizers, masks, keys etc. easily.  ",B08CDZXQ2R," Stylish Bags for Girls & Women: Carry 3 way - Sling; Shoulder ; Hand held ; Comes with Removable and Adjustable Strap; Ladies Purse; Color: Olive Green; Red;Black;Tan;Brown;Pink;   Luxury & Soft Vegan Leather Bag for Girls & Women; Multi Use ; Travel Handbag for Women; Sling; Shoulder ; Hand held ; Ladies Purse; Gifts for Women   Self Standing Box Structure : Sturdy; Designer ; Attractive Looks ; Charming Tassel; Exquisite Metal Hardware; Side Bag for Women;   Gift for Girls & Women : An impressive gift for your lovely wife, sister, daughter, girlfriend, colleague , Lover, friends, mother on all occasions like Diwali, Christmas, Rakhi, Valentines, Birthday, Anniversary, Mother's day, New year, Thanksgiving etc.; Rakhi gift for Sisters ; Gift for Bhabhi;   Size: 26x24x14 cm (L x W x H), weight: about 450 grams; Carry your daily essentials like mobile phone, mini tablet, mini umbrella, small tiffin box, wallet, sunglass, cosmetics, cards, earphones, sanitizers, masks, keys etc. easily.  ", VISMIINTREND 
https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VG1HHX/ref=sr_1_229?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-229,"Kuber Industries Women's Handcrafted 2 Pieces Embroidered Clutch Bag Purse Handbag for Bridal, Casual, Party, Wedding (Green & Peach) - CTKTC34529",653,3.9 out of 5 stars,28," So, this has a unique design and you can use it on any occasion like parties, anniversary, wedding, etc. This hand bag makes you glamorous and unique among your friends, familiar persons  ",B082VG1HHX," So, this has a unique design and you can use it on any occasion like parties, anniversary, wedding, etc. This hand bag makes you glamorous and unique among your friends, familiar persons  ", Kuber Industries 
https://www.amazon.in/Storite-Travel-Multi-Pocket-Women-Grey/dp/B0B1DBL7YQ/ref=sr_1_230?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-230,Storite Multi-Pocket Crossbody Bags for Women | Nylon Shoulder Handbag Ladies Purses with adjustable Strap | Woman Gifts | Travel Purse Handbag | Wedding Gifts For Woman | (28cm x 25cm x 14cm),899,4.3 out of 5 stars,33," -: Material: Made of superior nylon fabric, trendy look, lightweight and breathable. Made of waterproof fabric, it can protect your belongings from rainy and snowy days. We choose the superior material and combine fashion and practicality, making this bag a one of a kind bag. Making it perfect for working days or weekends.   -: Excellent storage capability: Many pockets for easy organization. Interior: 1 Main pocket, 2 zipper pocket. Exterior: 1 Front pocket, 2 side pocket, 1 Back pocket. Smooth zipper closure & convenient magic paste pocket make this bag using freely. Shoulder strap size 119 cm. Adjustable and removable Shoulder strap.   -: Lightweight and Durable: You Can be used in 3 ways: tote, handbag, shoulder bag.The included shoulder strap can be adjusted according to your preference.You can also remove it when you do not need it. Lightweight and non-stress.   -: Water repellent fabric : You can rest assured even in sudden rain.Uses water-repellent fabric that repels water.It is not waterproof, so it may penetrate through the gap of the cloth.Water repellent effect may decrease depending on aging or using method.   -: Multiple Used : For business traveling, weekend getaways, shopping, professional office work and other outdoor activities, A great Nappy Bags for Baby Care. The large capacity main compartment can store essential items such as smartphones, cosmetics, wallets, notepads, folding umbrellas and more. The simple design makes it suitable for women.  ",B0B1DBL7YQ," Brand: Storite Product Material: Nylon Color :Pink Product Type : Women Travel bag Pink Utility : Travelling, Camping, Weekend trip, Day trip. Product Description: Large capacity travel bag folding duffle bag .large capacity travel bag Portable foldable travel lightweight waterproof bag. Nylon travel bag multi-pocket design can meet all travel needs and better manage items. Travel bag is very suitable for daily use or occasional travel. You can use as tote bag, hand bag or shoulder bag. ", Storite 
https://www.amazon.in/Womens-Handcrafted-Printed-Office-Laptop/dp/B09VZ3VNT9/ref=sr_1_231?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-231,"Zouk Women's Handcrafted Black Printed Office and 15.6"" Laptop Bag","1,699",4.8 out of 5 stars,12," COMPONENTS: On the Inside there is a padded Laptop Sleeve with Velcro, a larger compartment for books, tiffin, chargers. Also there are 2 small pockets for a Wallet, Pen and Keys. The Bag has a Zip Closure and Double Straps for carrying comfortably.   COMPATIBILITY: Our Office Bag is an ideal laptop bag, handbag or a Professional Bag for Women. It can fit a laptop of upto 15.6 inches and is perfect for Macbook, Chromebook, iPad, Tablet, Hp, Lenovo, Dell etc. Dimensions: 18 x 13 x 4 inch.Perfect for gifting on Birthdays, Anniversary, Women's day, Diwali   MATERIAL: Made of Fine Indian Print Fabric. The Leather used is 100% PeTA approved Vegan Leather, making it a cruelty-free and a responsible product. All products are handmade, with a running fabric and hence the exact print on the product might slightly differ from the photos.   DISCLAIMER: It is recommended that you regularly clean your bag with a wet cloth. Do note that the colour of the materials might slightly vary due to photographic lighting sources or your display settings.   ABOUT US: Zouk is a Proudly Indian and 100% PeTA approved Vegan brand. Our Laptop Bag stands for Style and Function, with an Essence of India. Couple of our bags were featured in the popular Netflix series Little Things 3. All our bags are handcrafted by expert artisans in our own manufacturing facility.  ",B09VZ3VNT9," COMPONENTS: On the Inside there is a padded Laptop Sleeve with Velcro, a larger compartment for books, tiffin, chargers. Also there are 2 small pockets for a Wallet, Pen and Keys. The Bag has a Zip Closure and Double Straps for carrying comfortably.   COMPATIBILITY: Our Office Bag is an ideal laptop bag, handbag or a Professional Bag for Women. It can fit a laptop of upto 15.6 inches and is perfect for Macbook, Chromebook, iPad, Tablet, Hp, Lenovo, Dell etc. Dimensions: 18 x 13 x 4 inch.Perfect for gifting on Birthdays, Anniversary, Women's day, Diwali   MATERIAL: Made of Fine Indian Print Fabric. The Leather used is 100% PeTA approved Vegan Leather, making it a cruelty-free and a responsible product. All products are handmade, with a running fabric and hence the exact print on the product might slightly differ from the photos.   DISCLAIMER: It is recommended that you regularly clean your bag with a wet cloth. Do note that the colour of the materials might slightly vary due to photographic lighting sources or your display settings.   ABOUT US: Zouk is a Proudly Indian and 100% PeTA approved Vegan brand. Our Laptop Bag stands for Style and Function, with an Essence of India. Couple of our bags were featured in the popular Netflix series Little Things 3. All our bags are handcrafted by expert artisans in our own manufacturing facility.  ", ZOUK 
https://www.amazon.in/Wildcraft-Black-Casual-Backpack-11652-Black/dp/B079Q79FX5/ref=sr_1_233?crid=2M096C61O4MLT&keywords=bags&qid=1668885879&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-233,Wildcraft 31 Ltrs Black Casual Backpack (11652-Black),"1,165",4.3 out of 5 stars,313," Outer Material: Polyester, Color: Black   Capacity: 31 liters; Dimensions: 8 inches x 13 inches x 18.5 inches (LxWxH)   Number of compartments: 2   Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase  ",B079Q79FX5," Two compartments for better organisation, quick-access flat front pocket to store basic essentials, quick-grab haul loop, side pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying. ", Wildcraft
